[2026-04-08 17:02:34][INFO] Loading resources...
[2026-04-08 17:12:18][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:12:18][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:12:24][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:12:28][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:12:33][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:12:34][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:12:45][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:12:50][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:12:55][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:13:02][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:13:07][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:13:15][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:13:17][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:13:25][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:13:27][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:13:30][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:13:37][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:13:47][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:13:47][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:13:57][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:13:59][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:14:07][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:14:12][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:14:17][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
[2026-04-08 17:14:22][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:14:27][FINE] Scheduled update for region-file: (-1, -1) (Map: new_world)
[2026-04-08 17:14:27][FINE] Scheduled update for region-file: (0, 0) (Map: new_world)
